*Roller Skins,9
"""Women's furnishing Goods- Retail""",9
Pet Shops and Supplies,9
"*Brick, Lime & Cement",9
HOUSE HOLD APPLIANCES- DEALE RS,9
Foundry Supplies & Equipment,9
PARTS - WHOLESALE AND JOBBERS,9
*Glasses Fitted,9
*Pur Storage,9
Contractors-Tiling,9
hhnllmfrma av,9
Electrical Equipment and Sup- plies-Mfrs,9
INDUSTRIAL SUPPLIES- WHOLESALE (See Also Mill Supplies),9
Silversmiths,9
Dry Goods-JWholesale,9
NOVE LTIES-RE TAIL,9
"""Contractors-I'loor Surfacing""",9
BUSINlES COUNSELORS,9
"""I'dunders-Brass, Bronze & M Aluminum (See also Castings)""",9
GAUGE MANUFACTURERS,9
Bngineers-Mechanical,9
Contractors-SeWer & Drai,9
Cigars & Tobacco-Who-l,9
( See also Statuary),9
DRUGGISTS-WHOLESALE,9
TELEVISION SETS-SALES AN D SERVICE-CONTD,9
*ATTORNEY8-at- LAW (See also Law Offices),9
"""Textile Mfrs' Supplies and Equipment-Mirs""",9
Purchasing Agents,9
Gontractors-Sewer & Drai,9
Potters av and Dexter st,9
House Punishing Goods-Retall,9
"""HUCKSI'ERB '""",9
*Plaster,9
"""' GREETIN G CARDS""",9
MUSICAL INSTRUMENT REPAIRERS,9
Margarine,9
Rubber Goods-Mtrs,9
Druggists1 Sundries,9
Cigars & Tobacoo-Wholwale,9
Tile and Terrazzo,9
Pharmaceutical Products,9
Paper Products-Mfrs,9
WINDOW SHADE MANUFACTURERS,9
STAMP MANUFACTURERS,9
PHOTOGRAPHIC DEVELOPING AN D PRINTING,9
CRAFT SHOPS AND SUPPLIES,9
*Stocks and Bonds,9
CONSUL TANTS,9
SOCIAL SERVICE AGENCIm-CONTD,9
C URTAINS and DRAPERIES,9
1\n\nHeating and Ventilating-Gon- tractors,9
ffLoans-Personal,9
MOTION PICTURE PRODUCERS,9
Box Mirs-Woode,9
Radio and Television Sets- Sales and Service,9
PHOTOGRAPHERS COMMERCIAL,9
*Picture Framing,9
ADVERTISIN G NOVELTIES,9
REFRIGERATORS-SALES and SERVICE,9
PAPER STOCK,9
CONTRACTORS-HEATING AND VENTILATING,9
Brokers-Merchandlse,9
BROKE RS - FOOD PRODUC TS,9
Addlng. Calculating & Tabulat- inn Machines,9
*SAVINCS BANKS,9
VIDEO MOVIES-SALES AND RENTALS-CONTD,9
Pruit-Wholesale,9
SWIMMING POOLS,9
WEAVERS and REWEAVERS- GARMENT,9
"""ADVERTISING NOVELTIES'""",9
INSURANCE RATING BUREAUS,9
Auto Painters,9
*contractors-Paving (See Contractors-Road) Gontractors-Plastertng,9
WATCHMAN SERVICE,9
Flour Dealers-Wholesale and Brokers,9
*Pump Dealers,9
Steam Fitters1 Supplies (See also Plumbing Supplies),9
HAT CLEANERS and BLOCKERS,9
Toilet Articles and Supplies,9
"g""Liability Insurance",9
Paper Dealers -Print-Whol,9
ENGINEERS- MANAGEMENT,9
DISTANCE,9
FABRIC SHOPS,9
Ennravets-Photo,9
LOC KSMIT HS,9
"""Stationer's-Retail (See also Booksellers)""",9
ORGANIZATIONS-PATRIOTIC,9
ADVERTISING-WINDOW DISPLAY,9
Humane Societies,9
DESIG NERS,9
*Sheet Lead,9
DAIRY BARS,9
*Travelers Cheques,9
DRY GOODS-WHOLESALE,9
"Pounders-Brass, Bronze & Aluminums ( See also Casting)",9
Handkerchief Mfrs,9
PHOTOGRAPHIC DEVELOPING and PRINTING,9
leGone Manufacturers (See Ice Cream Cone Mfrs) Ceoniectioners-Mig,9
CABINET MAKERS\n\nf2,9
Warehouses-Merchandise (See also Storage),9
*Manicnres (See Beauty Shops) Manufacturerw Agents,9
Electrical Equipment and Supplies-Mtrs,9
Motion Picture Apparatus & Supplies,9
*Petroleum Products,9
"Textiie Mfrs, Supplies & Equip- ment",9
CONFE CTIONERIES-WHOLESALE,9
Brokers-Custom House,9
"""'Manlcum (See Beauty Shops) Manufacturers' Agents""",9
CHE MICALS -WHOLESALE,9
SHELTERB and REFINERB,9
"""380 E'lmwood av""",9
Hotel and Restaurant Supplies and Equipment,9
FURNITURE MFRS,9
CARPET and RUG CLEANERS,9
HAIRDRESSERS,9
Washing Machine-Dealers,9
*Insurance-Plate Glass,9
SUPPLIES-MANUFAC TURERS,9
"""TAILORS-MERCHAN'IS""",9
ORGANIZATIONS BENEVOLENT AND FRATERNAL-CONTD,9
PRODUCE COMMISSION MERCHANTS (Bee also Dairy Products- Wholesnle; Egg Dealers- Wholesale; alio Fruit Dealers-Wholesale),9
*Brokers-Real Estate,9
SCRAP IRON AND METALS,9
*Lighting Fixtures,9
Glass Dealers-Stained & Leaded (See also Stained Glass Win- dows),9
Boiler and Radiator Dealers,9
STEAMSHIP AGENTS,9
Dry Goods-Whol,9
TROPHIES,9
PIT CONTROL,9
LEATHER DEALERS,9
"""Radiatm' Repairers-Automobile""",9
WOOD CARVERS,9
BOTT LE RS- CARBONATED BEVERAGES,9
CIGARS AND TOBACCO- RETAIL,9
( See Toilet Articles) *Periodicals (See News Dealers) *Personal Loans,9
Box Mhs-Paper,9
PLUMBING SUPPLIES DEALERS,9
", Brokers-Note",9
Insurance Companies-Aeddent & Health,9
Tea & Coffee -Retail,9
EQUIPMENT CO,9
Barbers1 Supplies,9
Vinegar Mfrs,9
N URSIN G HOMES,9
*Rooms,9
Pounders-Brass. Bronze & Aluminum (See also Casting),9
Herbs & Roots,9
Patent AttorneYs,9
"Cotton Goods Converters (See also Bleachers & Finishers -Fa,brics)",9
Sanitariums (See also Hospitals & Dis- pensaries),9
Sciew Mach Products,9
Traffic Bureaus & Managers,9
PAINT- WHOLESA LE,9
TELEVISION BROADCASTING STATIONS,9
BOXMFRS,9
MENT and SUPPLIES,9
*I.-oans-Personal,9
TYPESETTING,9
"WATCH, CLOCK AND J EWELRY REPAIRING",9
J EWE LRY-MANUFA CTURERS- Contd,9
TOWEL APRON AND COAT SUPPLY,9
*Piano Movers (See Furniture Movers) Piano Tuners & Repairers,9
"""Aluminum (See also Castings) -'""",9
Photographic Developing and Printing,9
MISSION,9
STARCH MANUFACTURERS,9
BAIL BONDS,9
DIAMONDS AND PRECIOUS STONES,9
VACUUM CLEANERS-DEALERS AND REPAIRING,9
COSME TICS,9
Automobile Body Mfrs 0,9
STATIONERS-RETAI L,9
Museums,9
Time Recorders-Dealers,9
BUILDIN G MAINTENANCE,9
Brick Mfrs,9
Pattern and Model Makers,9
"""SIGN PAINTERS AND 'MFRS""",9
ZPHARMACIES,9
rm 105 and 26 Custom House sq rm 104,9
Plastics,9
GENERAL KERCHANDISE RETAIL,9
Gas Appliances,9
Contracrtors-Concrete,9
Telephone Answering Service,8
"""' SUPPLIES""",8
ELOCUTION TEACHERS,8
Box Mfrs-Woode,8
*INSURANCE AGENTS,8
CURTAIN S AND DRAPERIFS,8
kovelties-Retail,8
Theatres (See also Amusements-Places 1 of; also Motion Picture Thea- tres),8
Brush Manufacturers,8
ENAMELERS-CONTD,8
Engineers-Givil,8
*Packing & Shipping Furniture,8
Clothm Pressers & Cleaners,8
Awnings & Tents-Mfrs & Dealm,8
TOYS AND GAMES- RETAIL,8
*Theatrical Agents (See Entertainment Bureaus) Ticket Ag encles,8
JEWISH,8
*Brokers-Investment,8
METAL GOODS-MANUFACTURERS,8
Stoves and Ranges-Retail,8
INDUSTRIAL SUPPLIES AND EQUIPMENT,8
CLOTHING-WOMEN1S-RETAIL,8
ECONOMIC DEVELOPMENT l,8
*Savlngs Banks,8
THEATERS,8
*casualty Insurance,8
"""SHOE MFRS' GOODS AND SUPPLIES""",8
PLATINUM,8
Engraversf-Photo,8
Oxygen Producers,8
COMPANY OF RHODE ISLAND,8
"""PLUMBING SUPPLIl'B-DEALERS""",8
*0xyge,8
*Scrap Iron (See also Junk Dealers),8
ALUMINUM PRODUCTS MFRS,8
*Stove Pipe & Elbows,8
CONFECTIONERS-MFG,8
House Furnishing Goods- Wholesale,8
Engineers-consulti,8
MUSIC AND MUSICAL INSTRUME NTS -DE ALERS,8
RADIO AN D TELEVISION BROADCASTING COMPANIES AND STATIONS,8
Cigars & Tobacco--Wholcsale,8
Carpet and Rug Cleaners,8
Theatres (See also Amusements-Places of; also Motion Picture Theatres),8
*PAINTERS AND DECORATORS,8
LUMBER-WHOLESALE,8
*TITLE INSURANCE,8
*Pire Escape Mfrs,8
Packers-Meat & Provisio,8
Refrigerator Mfrs,8
Stem & Rangw-Retail,8
PAIN T -RETAIL,8
NEWS DEALERS- WHOLESALE,8
BROADCASTING COMPANIES AND STATIONS,8
cemeteries,8
PAPER PRODUCTS,8
Day N urseries,8
*Poreign Exchange,8
SPORTING GOODS- RETAIL,8
*MORTGAGES-REAL ESTATE,8
News Service Bureaus,8
SOLDER AND SOLDERING F LUXE S- MANUFACTURE RS,8
Carriage),8
Granite and Marble Workers,8
TEXTILE MENDING,8
Bearings-Ball & Roller Mfrs,8
Englneers-Mechanleal,8
"Waste Dealers-cotton, Silk & Wool",8
DISPLAY FORMS AN D FIXTURES,8
*Refrigerators-Electric,8
CHARCOAL,8
CONTRACTORS-FENCE ERECTING,8
Screw Mach Products,8
INSTALLMENT GOODS,8
Steamship Ticket Agents,8
*Chains,8
DENTAL SUPPLIES AND EQUIPMENT,8
CONFE CTIONERY-W HOLESALE,8
LABORATOR-,8
"""'Undertakers (See also Funeral Directors)""",8
JEWE LRY BURNISHERS,8
*Rubber Stamps,8
*Wooden Boxes,8
PRODUCE COMMlSSION MER- CHANT S),8
FISH AND SEA FOOD DEALERS RETAIL,8
"""CIGARS' AN D TOBACCO- RETAIL""",8
"""Contractors' Supplies & Equip- ment""",8
BILLIARDS and POOL,8
*Surveyors (See also Engineers-Civil),8
DRY GOODS -WHOLE SALE,8
DISPLAY DESIGNERS AND MANUFACTURERS,8
Photographic Apparatus and Supplies,8
ENGINEERS-DESIGNING,8
Photo-graphic Apparatus 8; Sup- plies,8
Rmmts-Dealm,8
CONTRACTORS- WATERPROOFING,8
RECRUITING-ARMED SERVICES,8
"*Pipe--Steam, Gas & Water",8
OBSERVATORIES,8
2296. 735 Camp,8
aShipsmiths (See Blacksmiths) Shirt Mfrs,8
Pile & Rasp Mfrs,8
ANIMAL HOSPITALS,8
ACCOUNTING AND BOOKKEEPING SERVICE,8
Theatres (See also Amusements-Pla.ces of; also Motion Picture Theatres),8
VENT I LAT ING,8
MGOODSMFRS,8
Vacuum iGleanersF-Dealers,8
DAIRY PRODUCTS-WHOL,8
*Acetylene,8
"""STOREFIXTURBANDFITI'INGS""",8
*Enamel Mfrs,8
"Toilet Articles & Supplies (See also Perfume, Mfrs)",8
TRUCKS-MFRS,8
Brokers-Goltto,8
"""*Men's Haberdashery""",8
*Granite & Marble Workers (See also Monumental Work),8
"Barbers, Supplies",8
*Theatrical Ag ents (See Entertainment Bureaus) Ticket Agencies,8
"""Brokers-Sto'aks & Bonds""",8
*Automobile Financing,8
"TEXTILE MANUFACTURERS, SUP- PLIES and EQUIPMENT- MANU- FACTURERS",8
*Masons-Contractors (See also Contractors-Mason),8
HOTELS AND RESTAURANT SUPPLIES AN D EQUIPMEN T,8
LABORATORY APPARATUS AND SUPPLIES,8
*Stationary Boilers,8
"""REAL I-BTA'I'E-CONTD""",8
MANUFACTURING AGENTS- Contd,8
"""' Toilet Articles & Supplies (See also Perfume Mfrs)""",8
"""'Savings Bank""",8
Water Supply Comlmnies,8
"""Bakers' Supplies & Equipment""",8
Organ Builders,8
"""Shoe Mirs' Goods & Supplies""",8
Distillers & Rectifiers,8
380 Elmwood av,8
*Savinus Banks,8
HOUSE FURN ISHIN G GOODS-RETAIL,8
CONTRACTORS-BUILDING- G ENERAL,8
Novelties-Re-tail,8
CONSTRUCTION MANAGEMENT,8
*I.ite Insurance,8
ELEVATOR MANUFACTURERS,8
HARDWARE DEALERS-RE TAIL- Contd,8
rm 105 and 26 Custom House rm,8
BROKERS- FOOD PRODUCTS,8
APPLlANCES,8
MACHINISTS-CONTD,8
PAPER DE 4 LERS-WRAPPING- WHOLESALE,8
NEWSPAPERS-CONTD,8
dies Auxiliary 295 Morris av,8
BRANCH OFFIC- ATWELLS AVENUE,8
WDUSTRIAL SUPPLIES,8
"TAPES, BINDINGS AND NARROW FABRICS-MFRS",8
"Butter, Cheese & Egg-s-Whole- sale",8
GhemlStS-Mig,8
"""Textile Mirs' Supplies and Equipment-Mirs""",8
Automobile Trimmers & Trim-,8
TOILET ARTICLES AND SUPPLIES,8
RENT ED,8
Mail Order Houses,8
JUNK DEALERS-CONTD,8
VIDEO RECORDIN G\n\nu EQUIPMENT-SALES AND SERVICE,8
"""Coal Dealers-W'holesale""",8
"""DRUGGISTS-RETAIL ANTHONY'S DRUG INC""",8
"""Physicians' & Hospital Supplies -Dealers""",8
"""' CHAIN MFRS""",8
anting and Ventilating 00n- tractors,8
TEXTILE PRINTERS AND DECORATORS,8
CONTRACTORS-HOME IMPROVEMENT-CONTD,8
"""'Stocks & Bonds""",8
FLOORS,8
EnMneers-Consulting,8
MEATS-WHOL,8
DEPARTMENT STORES-5Sf to,8
RADIO BROADCASTIN G STATIONS,8
COLLECTION AGENCIES,8
HEALTH,8
"""ELECTRONIC EQUIPMENT and ' SUPPLIES""",8
*Iron Founders ( See Founders) Ir0n & Steel Dealers,8
"""5'-'Insurance-I'ire""",8
RADIO and TELEVISION BROADCASTIN G COMPANIES and STATIONS,8
Fruit 4 Dealers-Wholesale and Brokers,8
ASBESTOS GOODS and MATERIALS,8
Glairvoyants,8
*ENGRAVERS,8
HENOGRAPHEBS-PUBLIC,8
BUSINESS MACHINES- SALES AND SERVICE BUSINESS MACHINlB- SALES AND SERVICE-CONTD,8
PANIES,8
Butter. Cheese & Eggs-Whole- sale,8
TOWING COMPANIES,8
RADIO SALE AND SERVICE-CONTD,8
", BOTTLERS- CARBONATED BEVERAGES",8
MILLDIERS,8
*BOILER INSTALLATIONS and REPAIRS,8
Ambulance Service,8
INT ERIOR DECORATORS,8
*Automoblle Service Stations,8
Jewelers-Wholwale & Import-,8
*Reed & Loom Harness Mfrs,8
"""TEXTILE HANUPACTURERS' SUPPLIES and EQUIPIENT- MANUFACTURERS""",8
WALL PAPlR-RBTAIL,8
COLFAX ST CITY LIN E,8
Cigar and Tobacco-Wholesale,8
*Insurance-Life,8
"""INVESTMENT COUNSEL '""",8
COMMUNICATING SYSTEMS,8
(See also Investment Bankers),8
Saw Mills,8
ORGANIZATIONS -EDUC ATIONAL,8
PLASTIC PRODUCTS WHOLESALE,8
TOURISTS AGENTS,8
ELRY-WHOLEALE AN D,8
SHOPPING SERVICE,8
Advertising Agencdw,8
Postage Stamps and Philatelic Supplies,8
INSURANCE - BUNDS OF ALL KINDS Tel. GAspee 1-7345,8
*INSURED SAVINGS,8
Ladies Tailors (See also Dressmakers),8
Rubber Goods-Mirs,8
Cutters),8
GAUGE MFRS,8
ABRASIVES-MFRS,8
MFG,8
*Marine Boilers,8
Scale Mfrs,8
*Insurance-Liability,8
STORE FIXTURES AN D FITTINGS,8
AUTOMOBILE DRIVIN G INSTRUCTION,8
"Artists, Materials & Supplies",8
"Insulating Materials-Eleetrlml, c-old, Heat & Sound",8
Cutlery Dealers-Retail,8
DEALERS AND REPAIRING,8
Nut Dealers 8; Importers,8
Mechano Therapeutists,8
Musical Instrument Repairers,8
*contr actors-Paving (See Contractors-Road) Contractors-Plastering,8
DIET CLINIC,8
Claiwoyants,8
*Dowels,8
TANK LINING,8
BURGLAR and FIRE ALARM SYSTEMS,8
PLUMBIN G FIXTURES AND SUPPLIES-DEALERS,8
Addings; Calculating & Tabula- ting Machines,8
- ELECTRIC MOTORS AND GENERATORS-DLRS AN D REPAIRING,8
Rochambeau av,8
*Electrical Constructio,8
*Attorneysat-Law,8
PEN AND PENCIL MFRS,8
FURNITURE DEALERS-WHOLE- SALE,8
Amnsements-Places oi (See also Parks and Playgrounds in Index to Contents),8
GLASS DEALERS-WINDOW AN D PLATE,8
AMUSEMENTS-PLACES OF (See Also Parks And Playgrounds),8
CONTRACTORS -CONCRETE,8
"""GROCERS' SUNDRIES""",8
MILK DEALERS (See also Dairies),8
DISPLAY FORMS and FIXTURES,8
TYPESETTING-MACHINE COMPOSITION,8
CONTRACTORS-ROOFIN G,8
"Waste Dealers-Gotton, Silk & Woo-l",8
HOUSEHOLD APPLIANCES- * A DEALERS,8
Engines-Steam,8
*Wall Board,8
Toys & Games-Mirs,8
IN VESTMEN T SECURITIES DEALERS,8
Cut-Up Poultry Store 60 7a Elm-,8
"""PAILORS-CONTD NINWE'S TAILORING""",8
ELECTRICAL APPLIANCES- SALES and SERVICE,8
BOTTLERS-CARBONATED BEVE RAGES,8
*Shlpsmlths (See Blacksmiths) Shirt Mfrs,8
"""'Insurance-I.ife""",8
Physicians and Hospital Supplies -Dealers,8
"""Locksmiths '""",8
*Coke-Retail,8
*Electric Tools,8
HOTELS (See also Apartment Hotels),8
Tea & Goitee-Retail,8
PARKS and PLAYG ROUNDS,8
*Brokers-Investments,8
*Grease-Lrubricating (See Tallow & Grease) Greeting Cards,8
Insurance Companies-Auto- mobile,8
SCALP TREATMENTS,8
TAVE RNS,8
ICE DEALERS,8
Contractors-SeWer and Drai,8
Consuls-Poreig,8
TAXICAB SE RVICE,8
CONTRAC TORS -EXCAVATING and GRADING,8
HEAT TREATING STEEL,8
Noveltiw-Retail,8
WEATHER STRIP MFRS,8
Grocers Sundries,8
"""' Advertising-Outdoor""",8
YARNS-WHOL,8
"""**Coin Dealers (See N umism'atists) *'Coke-R'etail""",8
"""Trucking ' (See also Expressing and Mov- ing)""",8
Gig ars & Tobacco-Wholesale,8
SPORTING GOODS MANUFAC- TURERS,8
Phonoqraphs and Records- Dealers,8
COATINGS-PROTECTIVE,8
DAIRY PRODUC TS-RETAIL,8
*Gontractors (See also Carpenters; also Ma- sons),8
STEEL PRODUCTS-MFRS,8
"""Yarn Dealers-Re'tail""",8
"""R'EARCH""",8
"""TRANSPOR TA TION' LINE 8""",7
Upholstering  Fabrics and Ma- terials,7
O. SPORTING GOODS-RETAIL,7
G*hmmw-Analyt1od,7
*Grease-Lubricatlna (See Tallow & Grease) Greeting Cards,7
SCREW MANUFACTURERS,7
"""' TRANS PORTATION LINES""",7
HOBBY SHOPS and SUPPLIES (See also Model Makers),7
SILVERSMIT-,7
TE LE PHONES,7
"""Engravexs-Je'welry""",7
deelry-Stone Setters,7
*cone Manufacturers (See Ice Cream Cone Mfrs) confectioners-Mig,7
Tag Manufacturers,7
*Insurance-Accident,7
Wood Deakrs,7
*Liie Insurance Companies,7
Artists-Gommercial,7
CONCESSIONAIRES,7
ENGRAVERS- PHOTO,7
*Air Equipment Engineers,7
*Attornevs-at-Law,7
"""C'ontractors-Plastering""",7
DRY GOODS -WHOLESALE,7
Palnters-Automobile & Car- rlage,7
OIL BURNERS -SALES AND SERVICE,7
*Store Fronts,7
Tea &. Coffee-Retail,7
"""Theatres (See also Amusements-Places ' of; also Motion Picture Thea- tres)""",7
"RHODE ISLAND HOSPITAL TRUST C0,",7
*Dairy Products,7
"PHYSICIANS, and HOSPITAL SUPPLIES -DEALERS",7
Hat Manufacturers (See Cap Mfrs),7
362 Prairie av,7
Needle Mfrs,7
OFFICE CLEANERS,7
"MEL, APRON l-l COAT WPPLY",7
*BASES-LAMP,7
CONTRACTORS- HEATING AND VENTILATING,7
FIRE EXTINGUIBHERS,7
GLAZIERS,7
REFRIGERATION- COMMERCIAL and INDUSTRIAL,7
Land Companies,7
Paint & Color Mirs (See also Varnish Mfrs),7
ICE CREAM MFRS,7
BLOOD BANKS,7
*STOCKS and BONDS,7
TRUCKS-MOTOR,7
*Lumber Treated,7
Stoves & Rang ias-Retail,7
Soda Fountain Supplies,7
*Ice Cream Mix,7
CONTRACTORS-HEATING AND VENTILATIN G,7
ARTS AND CRAFTS WORKERS,7
*BONDS-FIDELITY,7
Tea & fCoffee-Retail,7
*Pire Escape Manufacturers,7
"""J EWELERS' SUPPLIES-CONTD""",7
Bag Mfrs,7
VE NTILATING,7
KITCHEN CABINETS AN D EQUIPMENT,7
"*Carpet Cleaners & Layers (See Rug & Carpet Cleaners) Carpets, Rugs & Floor Coverings -Retail",7
Dairy Products-Wholesale . . .,7
ZACKS PC,7
Gontractors-Road,7
Novelties-Wholesale ;,7
TILE MFRS-BUILDING,7
Vacuum Cleaners-Dealers,7
COSTUME J EWELRY,7
*Plooring,7
*A TTOR NEYS-AT- LAW,7
Insurance Companies- Accident & Health,7
HOTEL and RESTAURANT SUP- PLIES and EQUIPMENT,7
IMPORTERS (See also Exporters),7
Tea & Goifee-Retail,7
EngineeTsJechanical,7
GENEALOGICAL RESEARCH,7
Riggers,7
*Insurance-General,7
PRINTING,7
"""*Jewelers' Cards""",7
Cigar Mirs,7
Iron 8; Steel Work,7
*Industrial Properties,7
CLDTHING-USED,7
"""Undertakers (See also Funeral Directors)",7
"""Theatres (See also Amusements-'Places8 of; also Motion Picture Thea..- tres)""",7
BUILDINGS-OFFICE AND PUBLIC 2 -C ontd,7
PAIRERS),7
"Waste DealerFCotton, Silk & Wool",7
"""Tailors' Trimmings""",7
BELTING MANUFACTURERS,7
*Cone Manufacturers (See Ice Cream Cone Mfrs) Coniectioners-Mfg,7
POULTRY DEALERS-WHOL,7
Metal Goods-Mtrs,7
Artists-demercial,7
*Loan & Trust Companies (See Building & Loan Associa- tions also Brokers--Loa.n) *Loans,7
Tea & Gottee-Retail,7
Radio Repairing,7
CONGREGATIONAL,7
ASPHALT MFRS,7
"""TYP'ETTING""",7
Cotton Goods Converters (See also Bleachers & Finishers,7
"""PIANO TUN'ERS and REPAIRERS""",7
STEAM FITTERS,7
CONTRACTORS-SEWER and DRAIN,7
HOUSEHOLD APPLIANCES- REPAIRERS (See Also Washing Machine Repairers),7
PIPE LINE COMPANIES,7
CIGARS AN D TOBACCO RETAIL,7
Artists-acommercial,7
*InsuranCe-Automobile,7
"NEWTON UPPER FALLS, MA",7
Lunches-Prepared & Supplied,7
CHEMICALS-MFRS,7
HUCKST ERS,7
*Loans-Real Estate,7
-MANUFACTURERS,7
"""ARTSANDCRAI'T SUPPLIES""",7
TILE and TERRAZ ZO,7
*Fur Storage,7
Perfume Mfrs ( See Toilet Articles) *Periodicals (See News Dealers) *Personal Loans,7
RADIO AND TELEVISION SETS-SALES AND SERVICE-CONTD,7
SEEDS-WHOLESALE,7
Blacksmiths (See also Horse Shoers),7
X-RAY LABORATORIES,7
Gas Producers,7
"584, 624 Union av",7
Air Line Companies,7
Artesian & Driven Wells,7
Cigars and Tobacco-Whol,7
Atwells av,7
HOS PITALS and DIS PE NSARIES,7
TRUCKS-LEASING,7
Laundry Supplies & Equipment Dealers,7
PATTERN MAK ERS,7
SEWING MACHINE DEALERS AND REPAIRERS,7
RADIO and TELEVISION CTS and SUPPLIES-WHOLBSALE,7
"""J ANITORS' SUPPLIES""",7
Hobby Shops and Supplies,7
(See also Dressmakers),7
"WASTE DEALERS-COTTON, SILK and WOOL",7
RADIO AND TE LE VISION BROADCASTING COMPANIES END STATIONS,7
Packers-Meat & Provisions,7
POWER TOOLS AND EQUIPMENT,7
MARINE SUPPLIES AND EQUIPMENT,7
Sand & Gravel Dealem,7
ELEVATOR MAINTENANCE,7
(J IM IRVING),7
*Wood Workers,7
CIGARS and TOBACCO- WHOLESALE,7
Leather (100ther,7
*Marble & Granite Workers (See also Monumental Work),7
"""i'Builders (See also Carpenters)""",7
*Trust Companies,7
*Contractolrs,7
*Roving Cans & Springs,7
Enmravers-Photo,7
PRINTERS-CONTD,7
HOUSEHOLD APPLIANCES REPAIRERS,7
Cigars & Tobacco-Whol,7
*RUBBER STAMPS,7
"""*0'one Manufacturers (See Ice Cream Cone Mfrs) C'OMectioners-Mig""",7
Yams-Wholesale,7
"""Welders & B'razers""",7
"""JEWELERS' SUPPLIl'B-CONTD""",7
"MONUMENTS, MARKERS AN D STATUARY",7
RESEARC H,7
Insurance Gompanles-Automo bile,7
Gloria Dei 15 Hayes,7
CIGARS and TOBAC CO-WHOLE- SALE,7
Air Transportatio,7
"""Prospect cor Meeting . 7 Wood av\n\nSecond Church of Christ 244 Elm- Methodist ,\nWood av Broadway Italian Church 197 FlrSt' Greene St COT Wash St\n\nBwav Various Denominations Congregational\n\nArmenian Euphrates Evangelical\nChurch of Providence 42 Ham-\nmond\n\nBeneficent Church 300 Weybosset\n\nCentral Church 296 Angell\n\nCentral (Portuguese Chapel) 51\nSheldon\n\nCovenant Church 13 Franklin\n\nElmwood Christian Church 353\nElmwood av\n\nCranston Street Church 689\nCranston'\n\nMathewson Street Church 134\nMathewson\n\nMethodist Tabernacle 100 Plainfield\n\nMetropolitan Mission Church 237\nCranston\n\nSmith Street Primitive Church 530\nSmith\n\nSwedish 300 Friendship\n\nTrinity Union 393 Broad\n\nArmenian 402 Bway\n\nArmenian All Saints Apostolic of RI,\n7 Dawson '\n\nArmenian Apostolic, Jefferson st .\n\nAssemblea Christiana 61 Tell 3\n\nAssembly of God 68 Althea 1\n\nBeneficent Memorial Chapel 28\nChestnut\n\nChurch of Christ 103 Beacon' av\n\nChurch of God 1 Benedict\n\nChurch of God in Christ 57 Camp""",7
"Druggists, Sundries",7
Vacuum Cleaners-Denalers,7
STENOGRAPHERS- PUBLIC,7
Clothes Pmsers & Cleaners,7
"JUDO, KARATE AND JUI J ITSU INSTRUCTION",7
CASKET MANUFACTURERS- BURIAL,7
Button Manufacturers,7
ARTS AN D CRAFT SUPPLIES,7
"JUDO, KARATE AND JU JITSU INSTRUCTION",7
RUBBER GOODS-RETAIL,7
"""' STORAGE""",7
BOOKS-SECOND HAND,7
BUILDING MATERIAIS AN D SUPPLIES,7
COAL DEALERS -RE TAIL,7
cotton Dealers ( See also Brokers-Cotton),7
METALLURGISTS,7
ffcone Manufacturers (See Ice Cream Cone Mfrs) Confectioners-Mfg,7
LAUNDRIES AND DRY,7
SOLDER and SOLDERING FLUXES- MANUFACTURERS,7
METAL,7
E NGRAVERS - PHOTO,7
"""CLOTHIN G MFRS-WOMEN'S""",7
REFRIGERATION- COMMERCIAL AND INDUSTRIAL,7
fprpraisers of Real Estate,7
"Butter, Cheese & qus-Whole- sale",7
*Engineers & Contractors,7
Upholstering Fabrics and- Materials,7
Gotten Dealers) (See also Brokers-Cotton),7
*Liabi1ity Insurance,7
"WATCH,CLOCK AND",7
Typesetting-Machlne Composi- tlo,7
*Jewelers-Special Order Work,7
*Lamps,7
BAKERS--WHOLESALE and MANU- FAC TUBING,7
SLIP COVER MANUFACTURERS,7
(PORSCHE AUDI VOLKSWAGEN) 80,7
Waste Dealers-cotton Silk & Wool,7
*Motor Truck Insurance,7
*Iron Founders (See also Founders),7
*Rooting Materials & Asphalt Shingles,7
"""'Doors, Sash & Trim (See also Sash, Blinds & Doors)""",7
Screw Madhlne Products,7
Contractors-Marine,7
TRANS PORTATION LINES,7
*Mortgage Brokers,7
HAT CLEANERS AND BLOCKERS,7
* MORTGAGES-REAL ESTATE,7
ELECTRIC MOTORS AN D GENERATORS-DLRS AN D REPAIRIN G,7
Bug Dealers,7
BROKERS- COTTON,7
F ORWARDING AGENTS,7
*Reed Machinery Mfrs,7
FURNITURE-WHOL,7
DIAMOND SETTERS,7
MESSENGER SERVICE,7
*Loain & Trust Gompanies (See Building & Loan Associa- tions; also Brokers-Loan) *Loans (See also Brokers-Loan),7
*contractors-Paving (See Contractors-Road) Gontractors-Plastering,7
WALL PAPER-WHOLESALE,7
"""G'Ihemlsts-Analytlcal""",7
Paper Dealers-Wrapping- Whol,7
PRODUCE COMMISSION MERC HANTS,7
*PHOTOCOPYING,7
PHOTOGRAPHIC DEVE LOPING and PRINTING,7
3 Exchange Bank Building 3 Gov-,7
Valuables Transported,7
